id	filename	md5	size	project_id	case_ids	aliquot_ids	data_category	data_type	experimental_strategy	workflow_type	new_id	new_md5	new_size
7d06f4ad-6a91-4ce0-b78d-0cfbe759c5e5	412d420c-8fa1-4631-aa24-830239ef7bd3.wxs.Pindel.somatic_annotation.vcf.gz	6edb35efa5905d33b1e20390f7b60253	273390	MMRF-COMMPASS	b9a0fbfd-dc87-4898-82a7-dfe771dbaed3	1cf48024-358c-4ed2-a7c0-a135b1c02118,de924017-90bb-4c9d-88e6-7d9ea3f4375a	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	Pindel Annotation	07524eaa-e85e-48ae-ad41-a37fba56940c	b72452229f47065c2a61397ffa03e798	199148
4a517923-23ea-48c1-b703-4fdd6767f4d3	5fb96370-d5b2-443e-a258-4df727aad278.wxs.VarScan2.aliquot.maf.gz	b8f799bbe9d962a3deb695a3a517a427	236612	MMRF-COMMPASS	c27ab9c4-03ad-46de-abfb-2ffcb5a92790	7d8ac9e6-a8c9-45b9-aa28-f34d95fdb553,e2a49666-473c-4311-a9bc-ea55198cd309	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	VarScan2 Annotation	f1e3110d-c988-4a4a-8692-fe0a53a707c2	df96567139b45c930c12cf7c0717acb9	282240
e942745a-a7cb-479a-816f-b5bde28aeffb	e752dc0f-7df8-47f5-82b3-528cef6156fb.wxs.Pindel.somatic_annotation.vcf.gz	c732c24c91ec3861a61a39bf9ad7ff84	72729	MMRF-COMMPASS	7414ddf1-8e7f-4393-8a76-5bc122bdc4a4	456facee-6bd7-41a1-9911-eacf05d22113,bdd9a7dc-e4fb-469a-b8b3-76342c66edeb	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	Pindel Annotation	d8a355e6-b9a8-422a-83b1-805151984650	c16478fc5838d074e3b73c7ba09fbb9a	73473
ac2265a5-5bc7-41ec-8be6-d79c39db2db6	f9cc3d38-2a5f-498b-908d-8b22053affc2.rna_seq.chimeric.gdc_realn.bam	a088aab626fbe3352957c5f11e1365c3	139706814	MMRF-COMMPASS	a051be7a-9069-408f-91aa-4722524595a1	d40d7220-b487-41d5-8dfc-b49e973a5c0f	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Chimeric	3683932c-109e-4ad1-bcc5-2196e34bb87a	34190c00878703e31d89f85522623935	139678834
9bf6c0a0-44dd-4c6f-bc1b-25b17049ab82	97640dab-0203-47d5-b117-3fe3eb4a89e5.wxs.SomaticSniper.aliquot.maf.gz	3090b50286170f09b76e5ce7172efd88	1634021	MMRF-COMMPASS	8b6875ae-0e75-4d66-a5c4-ab88cc8da9e6	53e7c0e6-3784-4cf6-9e88-e9823095ff6a,cde09eb2-5695-4d52-9419-c6396816f2c7	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	SomaticSniper Annotation	1a885ee7-64a5-457e-8f6d-26b9caa36863	1dcabe0867666cf8132843d461c17c94	2140237
68520712-a972-4999-9c1d-529bccc870b6	e6fe0cd0-cf4a-4a92-a31b-437e6c4570c5.rna_seq.transcriptome.gdc_realn.bam	67634c4f73d05b6837819a1314454d97	22013769494	MMRF-COMMPASS	886e7294-7941-4d7a-a8e9-14b8024685d0	4c9339f6-e8db-4c34-a798-a9964924f09f	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Transcriptome	88e38c1e-fe0c-4404-97e8-8df316edda5a	0b01c9e9c3bb16dc9bf7c4c960ef6d74	22624106758
90499431-263f-4be1-8a81-ae9987ee15cb	15bab6cd-d234-4197-81c5-69c3cf917116.rna_seq.chimeric.gdc_realn.bam	73ee56bd62e0ea30ea5bd0f581f696e9	107407981	MMRF-COMMPASS	9153e4c2-37e9-4cc3-83a8-14d2cedaa819	613509e0-dff5-4c38-bf26-9b775a0e10fb	Sequencing Reads	Aligned Reads	RNA-Seq	STAR 2-Pass Chimeric	ec110f11-c7b8-4838-9895-87917aa495e1	4bd181b424b43190c56c06d3e8c956b9	107503023
102aab3d-4710-457b-9c9f-af18106a21b6	158fd486-95c3-4b0e-b395-a9ed6e057e4f.wxs.aliquot_ensemble_masked.maf.gz	65e91e1a2d3a8d1417125e5ce6d0f510	21442	MMRF-COMMPASS	31390787-8aaf-4aa2-bbd2-330e0ad4bfba	5e469178-4fba-4e1c-b959-7b12e283529d,78308b56-8123-45e9-b600-a744c19d64b6	Simple Nucleotide Variation	Masked Somatic Mutation	WXS	Aliquot Ensemble Somatic Variant Merging and Masking	8cec980c-af89-43c6-ba1d-02f683612eab	b4f5cb26338ec6dd3771b1abd17de7f8	25427
cb0a166d-7b7d-4b18-96f3-6570880a040b	3a04a4f9-5cf3-4ae3-aad2-d45e5371ac48.wxs.VarScan2.somatic_annotation.vcf.gz	74facbb692395194d8e4d720b19e1165	580107	MMRF-COMMPASS	34621984-f804-4060-935e-887814ebda45	4c51a2f8-65e4-4717-8d65-0aff32da60d3,6e074c12-efc7-4a99-be44-aa20acdc6e8c	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	VarScan2 Annotation	dd84948a-be21-4ce6-9521-4c58f7d15111	98fb9b1942e274e0cb59b7f4c100f66a	581861
0bd04cd1-7eaf-4483-b5ad-d36af6fc59f9	1c127cc0-7639-4159-bf94-375248413984.wxs.MuSE.somatic_annotation.vcf.gz	45b8ac2804cfb15e443f8c5b91f8aaa9	282699	MMRF-COMMPASS	5a19a420-4182-4767-b8d6-c520218ad41a	1b356504-ba5a-414b-a1be-b47027a1a2c4,9dd7b4b7-eb46-456b-921b-d7e906de14d7	Simple Nucleotide Variation	Annotated Somatic Mutation	WXS	MuSE Annotation	e494552d-680c-4fef-b816-f9d3c57501e9	5f1a2e42438b5778453669443317aae7	299237
